,entity_label,entity_text
1,ORG,the Food and Drug Administration
1,ORG,UNVACCINATED INDIVIDUALS TWICE AS
1,ORG,CDC
1,ORG,the Department of Defense’s
1,ORG,The Associated Press
1,ORG,APP
1,ORG,Navy
1,ORG,Air Force
1,ORG,Air Force
1,ORG,Army
1,ORG,AP
1,ORG,The Associated Press
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,the World Food Program
1,ORG,INFECTIONS
1,ORG,WFP
1,ORG,WFP
1,ORG,United Nations
1,ORG,WFP
1,ORG,WFP
1,ORG,UNVACCINATED INDIVIDUALS TWICE AS
1,ORG,CDC
1,ORG,WFP
1,ORG,State
1,ORG,State
1,ORG,the Senate Foreign Relations Committee
1,ORG,the World Food Program
1,ORG,WFP
1,ORG,U.N.
1,ORG,High Level Pledging Event For
1,ORG,APP
1,ORG,the World Food Program
1,ORG,G20
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,CDC
1,ORG,American Federation of Teachers
1,ORG,AFT
1,ORG,NBC
1,ORG,SUSPENDS SCHOOL BOARD
1,ORG,MASK
1,ORG,AFT
1,ORG,APP
1,ORG,AFT
1,ORG,the Chicago Teachers' Union
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Quinnipiac University
1,ORG,Quinnipiac University Polling Analyst
1,ORG,PENCE
1,ORG,APP
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Department of Public Health
1,ORG,ICU
1,ORG,CDPH
1,ORG,State Public Health
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,POSTAL WORKERS UNION BRISTLES
1,ORG,the Department of Human Resource Management
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,CDC
1,ORG,GOP
1,ORG,GOP
1,ORG,the Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,GOP
1,ORG,House
1,ORG,APP
1,ORG,GOP
1,ORG,CDC
1,ORG,House
1,ORG,CDC
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,White House
1,ORG,the Department of Homeland Security
1,ORG,CBP
1,ORG,Customs
1,ORG,CBP
1,ORG,White House
1,ORG,AP Photo/Evan Vucci
1,ORG,TEXAS BORDER CITY
1,ORG,The White House
1,ORG,D-Texas
1,ORG,APP
1,ORG,Laredo
1,ORG,The White House
1,ORG,Customs
1,ORG,Fox News'
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox & Friends
1,ORG,Fox & Friends
1,ORG,RAND PAUL
1,ORG,CDC
1,ORG,CDC
1,ORG,FAUCI
1,ORG,RAND PAUL TRADE '
1,ORG,Senate
1,ORG,APP
1,ORG,the Department of Justice
1,ORG,Fauci
1,ORG,Congress
1,ORG,Fauci’s
1,ORG,Fox News’
1,ORG,Paul’s
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,EVENT,COVID
1,ORG,White House
1,ORG,Plumbers &
1,ORG,Gasfitters
1,ORG,AP
1,PERSON,TRUMP
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,The White House
1,ORG,Homeland Security
1,ORG,Kayyem
1,ORG,TSA
1,ORG,TSA PreCheck
1,ORG,Kayyem
1,ORG,Kayyem
1,ORG,Kayyem
1,ORG,Kayyem’s
1,ORG,Defense Lloyd Austin
1,ORG,APP
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News Flash
1,ORG,Foxnews.com
1,ORG,Defense
1,ORG,Fox News
1,ORG,the Defense Department
1,ORG,The Department of Justice
1,ORG,the Food and Drug Administration
1,ORG,DOJ
1,ORG,Fox News
1,ORG,the White House
1,ORG,the Defense Department’s
1,ORG,the New York Times
1,ORG,WHITE HOUSE WALKS BACK
1,ORG,The Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,Fox News
1,ORG,APP
1,ORG,White House
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News
1,ORG,TEXAS BORDER CITY
1,ORG,Customs
1,ORG,Immigrants
1,ORG,CBP
1,ORG,Catholic Charities
1,ORG,BIDEN ADMINISTRATION REPORTEDLY PLANNING TO VACCINATE MIGRANTS AT BORDER TO PREVENT COVID SPREAD
1,ORG,the Centers for Disease Control and Prevention
1,ORG,CDC
1,ORG,Justice Department
1,ORG,APP
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Capitol
1,ORG,Ocasio-Cortez
1,ORG,BIDEN ADMINISTRATION
1,ORG,Capitol
1,ORG,APP
1,ORG,the Centers for Disease Control and Prevention
1,ORG,Fox News’
1,ORG,Fox News
1,ORG,Fox News Digital
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,the National Border Patrol Council
1,ORG,Fox News
1,ORG,MIGRANTS
1,ORG,SAYS
1,ORG,HIRING PRIVATE SECURITY
1,ORG,the Centers for Disease Control and Prevention
1,PERSON,Trump
1,ORG,CDC
1,ORG,CDC
1,ORG,Order
1,ORG,APP
1,ORG,The Border Patrol
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,White House
1,ORG,the Centers for Disease Control and Prevention 
1,ORG,DESANTIS
1,ORG,CDC
1,ORG,Fox News
1,ORG,Pushaw
1,PERSON,Psaki
1,ORG,CDC
1,PERSON,Psaki
1,ORG,DeSantis
1,ORG,APP
1,ORG,Pushaw
1,ORG,Fox News
1,ORG,Fox News'
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,HHS
1,ORG,Fox News @ Night
1,ORG,Fox -
1,ORG,Senate Armed Services Committee
1,ORG,NY Governor's Press Office
1,ORG,NY Governor's
1,ORG,Press Office
1,ORG,AP
1,ORG,Cramer’s
1,ORG,American Civil Liberties Union
1,ORG,GOP
1,ORG,APP
1,ORG,Cramer
1,ORG,the Help America Vote Act
1,ORG,Monmouth University
1,ORG,FOX Business
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,Fox News'
1,ORG,House
1,ORG,The Supreme Court
1,ORG,the Centers for Disease Control and Prevention
1,ORG,Congress
1,ORG,SUPREME COURT
1,ORG,CDC
1,ORG,ON RESIDENTIAL EVICTIONS
1,ORG,House
1,ORG,Financial Services Committee Chair Maxine Waters
1,ORG,House
1,ORG,CDC
1,ORG,WHITE HOUSE
1,ORG,LACKED LEGAL AUTHORITY
1,ORG,House
1,ORG,Congress
1,ORG,House
1,ORG,Treasury
1,ORG,The Washington Post
1,ORG,The White House
1,ORG,The White House
1,ORG,the Supreme Court’s
1,ORG,CDC
1,ORG,White House
1,ORG,APP
1,PERSON,Psaki
1,ORG,White House
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
1,ORG,HUD
1,ORG,the Food and Drug Administration
1,ORG,Fox News Primetime
1,ORG,FDA
1,ORG,FDA
1,ORG,FDA AUTHORIZES FIRST COVID-19 TREATMENT PILL
1,ORG,PFIZER'S PAXLOVIN DRUG
1,ORG,The Department of Health and Human Services
1,ORG,Merck
1,ORG,Department of Housing and Urban Development
1,ORG,APP
1,ORG,Fox News
1,ORG,FOX News Network
1,ORG,LLC
1,ORG,FactSet Digital Solutions
1,ORG,Mutual Fund
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Malawi
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Raedle/Getty Images
2,PERSON,Biden
2,PERSON,Donald Trump
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Anthony Fauci
2,PERSON,Anthony Fauci
2,PERSON,Fauci
2,PERSON,Susan Walsh
2,PERSON,File
2,PERSON,Peter Aitken
2,PERSON,Greg Norman
2,PERSON,Sam Dorman
2,PERSON,Andrew Mark Miller
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Hill
2,PERSON,Biden
2,PERSON,Steve Daines
2,PERSON,Michael Reynolds
2,PERSON,Steve Daines
2,PERSON,Steve Hanson
2,PERSON,Marty Walsh
2,PERSON,Chris Spear
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Jen Psaki
2,PERSON,Marta Lavandier
2,PERSON,Jen Psaki
2,PERSON,Biden
2,PERSON,David Muir
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Evan Vucci
2,PERSON,Biden
2,PERSON,Kristina Biddle
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Jen Psaki
2,PERSON,Marta Lavandier
2,PERSON,Mara Liasson
2,PERSON,Sharil Jones
2,EVENT,COVID-19
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Ronna McDaniel
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joni Ernst
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Kevin Lamarque
2,PERSON,Biden
2,PERSON,Michael McCaul
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Kamala Harris
2,PERSON,Harris
2,PERSON,Kamala Harris
2,PERSON,Kent Nishimura/Los Angeles Times
2,PERSON,Getty Images
2,PERSON,Harris
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Kamala Harris
2,PERSON,Biden
2,PERSON,Harris
2,PERSON,Rochelle Walensky
2,PERSON,Ronn Blitzer
2,PERSON,Kelly Laco
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,BLOCKS BIDEN
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Gregory Magarian
2,PERSON,Joe Biden
2,PERSON,Evelyn Hockstein
2,PERSON,Evelyn Hockstein
2,PERSON,Biden
2,PERSON,Terry Doughty
2,PERSON,Michael Lee
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Robert Redfield
2,PERSON,Biden
2,PERSON,Kamala
2,EVENT,COVID-19
2,PERSON,Kamala Harris
2,PERSON,Alejandro Giammattei
2,PERSON,Carlos Barria
2,PERSON,Carlos Barria
2,EVENT,COVID-19
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Getty Images
2,PERSON,Getty Images
2,PERSON,BIDEN
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Jen Psaki
2,PERSON,Kamala Harris
2,PERSON,Kent Nishimura / Los Angeles Times
2,PERSON,Getty Images
2,PERSON,Kent Nishimura / Los Angeles Times
2,PERSON,Getty Images
2,PERSON,Biden
2,PERSON,Harris
2,PERSON,Biden
2,PERSON,Andrew Mark Miller
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Dan Crenshaw
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Trump
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Jen Psaki
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Psaki
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Trump
2,ORG,Pfizer
2,ORG,Moderna COVID-19
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Nicole Saphier
2,PERSON,Biden
2,PERSON,Muriel Bowser
2,PERSON,D.C. Mayor
2,PERSON,Muriel Bowser
2,PERSON,Bowser
2,PERSON,Tom Williams
2,PERSON,Getty Images
2,PERSON,Cheryl Bettigole
2,PERSON,AFFORD
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Getty Images
2,PERSON,Vivek Murthy
2,PERSON,Fentanyl
2,EVENT,COVID-19
2,EVENT,COVID-19
2,PERSON,Audrey Conklin
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Nancy Pelosi
2,PERSON,James Comer
2,PERSON,James Comer
2,PERSON,Jonathan Ernst-Pool/Getty Images
2,PERSON,Biden
2,PERSON,Nancy Pelosi
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Kamala Harris
2,PERSON,CONTRADICTS BIDEN'S
2,PERSON,Rochelle Walensky
2,PERSON,Biden
2,PERSON,Getty Images
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Rochelle Walensky
2,PERSON,Biden
2,PERSON,Harris
2,PERSON,Harris
2,PERSON,Kamala Harris
2,PERSON,Kent Nishimura / Los Angeles Times
2,PERSON,Getty Images
2,PERSON,Harris
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Trump
2,ORG,Pfizer
2,ORG,Moderna COVID-19
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Getty Images
2,PERSON,Trump
2,PERSON,Trump
2,PERSON,Sgt
2,PERSON,Travis Snyder
2,PERSON,Biden
2,PERSON,Trump
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Chris Sununu
2,PERSON,Biden
2,PERSON,Head Start
2,PERSON,Biden
2,PERSON,Jeff Landry
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Evan Vucci
2,PERSON,Biden
2,PERSON,Joseph G. Allen
2,PERSON,Getty Images
2,PERSON,Biden
2,PERSON,Ken Paxton
2,PERSON,Getty Images
2,PERSON,Ken Paxton
2,PERSON,Michael Lee
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Drew Angerer/Getty Images
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,BIDEN
2,PERSON,Kristi Noem
2,PERSON,Biden
2,PERSON,Noem
2,PERSON,Hill
2,PERSON,Biden
2,PERSON,Andy Biggs
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Kevin Lamarque/Reuters
2,PERSON,Rick Scott
2,PERSON,Rick Scott
2,PERSON,Trump
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Jen Psaki
2,PERSON,Jen Psaki
2,PERSON,Joe Biden
2,PERSON,Evelyn Hockstein
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Jonathan Turcotte
2,PERSON,Biden
2,PERSON,Carolyn Ruyle
2,PERSON,Greg Norman
2,PERSON,Andrew Mark Miller
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Andrea Mitchell
2,PERSON,Biden
2,PERSON,Jen Psaki
2,EVENT,COVID-19
2,PERSON,Biden
2,EVENT,COVID-19
2,EVENT,COVID-19
2,PERSON,Mara Liasson
2,PERSON,Biden
2,PERSON,Jen Psaki
2,PERSON,Evan Vucci
2,PERSON,Alex Wong
2,PERSON,Psaki
2,PERSON,Jen Psaki
2,PERSON,Evan Vucci
2,PERSON,Psaki
2,PERSON,Ronn Blitzer
2,PERSON,Timothy Nerozzi
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,EVENT,COVID-19
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,BIDEN
2,PERSON,Mario Tama
2,PERSON,Lloyd Austin
2,PERSON,Joe Biden
2,PERSON,Evan Vucci
2,PERSON,File
2,PERSON,Evan Vucci
2,PERSON,File
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Evelyn Hockstein
2,PERSON,Evelyn Hockstein
2,PERSON,Biden
2,ORG,Pfizer
2,ORG,Moderna
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Jen Psaki
2,PERSON,Biden
2,PERSON,Biden
2,EVENT,COVID-19
2,ORG,Moderna
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Marc Siegel
2,PERSON,Kamala Harris
2,PERSON,Biden
2,PERSON,Harris
2,PERSON,Kamala Harris
2,PERSON,MCENANY RIPS BIDEN
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Evelyn Hockstein
2,PERSON,Harris
2,PERSON,Harris
2,PERSON,Kamala Harris
2,PERSON,Evelyn Hockstein/Pool
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Michael Lee
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Sarah Palin
2,EVENT,COVID-19
2,PERSON,Sarah Palin
2,PERSON,Jason Connolly
2,PERSON,Getty Images
2,PERSON,Palin
2,PERSON,Charlie Kirk
2,PERSON,Carolyn Ruyle
2,PERSON,Palin
2,PERSON,Palin
2,PERSON,Sarah Palin
2,PERSON,Kyle Morris
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Jen Psaki
2,PERSON,Joe Biden
2,PERSON,Jill Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Jen Psaki
2,PERSON,Drew Angerer/Getty Images
2,PERSON,Tyler O'Neil
2,PERSON,Twitter
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Biden
2,PERSON,Andy Biggs
2,PERSON,Jeffrey Zients
2,PERSON,MCENANY RIPS BIDEN
2,PERSON,Biden
2,PERSON,Fauci
2,PERSON,Biden
2,PERSON,Anthony Fauci
2,PERSON,Evan Vucci
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Joe Manchin
2,PERSON,Jen Psaki
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Joe Biden
2,PERSON,Andrew Caballero-Reynolds
2,PERSON,Getty Images
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Jen Psaki
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Jen Psaki
2,PERSON,Jen Psaki
2,PERSON,Elizabeth Warren
2,PERSON,Cory Booker
2,PERSON,Jason Crow
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Debbie Stabenow
2,PERSON,Debbie Stabenow
2,EVENT,COVID-19
2,PERSON,Stabenow
2,PERSON,CORY BOOKER TESTS
2,PERSON,Elizabeth Warren
2,PERSON,Cory Booker
2,PERSON,Jason Crow
2,PERSON,Cory Booker
2,PERSON,Elizabeth Warren
2,PERSON,Thomas Massie
2,PERSON,Marjorie Taylor Greene
2,PERSON,Ralph Norman
2,PERSON,Nancy Pelosi
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Ted Cruz
2,PERSON,Biden
2,PERSON,Cruz
2,PERSON,Mike Johnson
2,PERSON,Ted Cruz
2,PERSON,Evelyn Hockstein
2,EVENT,COVID-19
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Evan Vucci
2,PERSON,Darrell Issa
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Brandon Judd
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Wayne LaPierre
2,PERSON,LaPierre
2,PERSON,Wayne LaPierre
2,PERSON,Scott Olson/Getty Images
2,PERSON,Biden
2,PERSON,Elise Stefanik
2,PERSON,Biden
2,PERSON,Biden
2,PERSON,Anthony Fauci
2,PERSON,Evan Vucci
2,PERSON,Evan Vucci
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Bret Baier
2,PERSON,Chris Wallace
2,PERSON,Francis Collins
2,EVENT,COVID-19
2,PERSON,Bret Baier
2,PERSON,Francis Collins
2,PERSON,Sarah Silbiger / POOL
2,PERSON,Getty Images
2,PERSON,Collins
2,PERSON,Collins
2,PERSON,Anthony Fauci
2,PERSON,Francis Collins
2,PERSON,J. Scott Applewhite-Pool/Getty Images
2,PERSON,Greg Nash- Pool/Getty Images
2,PERSON,Collins
2,EVENT,COVID-19
2,PERSON,Peter Daszak
2,PERSON,Thea Fischer
2,PERSON,Thomas Peter
2,PERSON,Collins
2,PERSON,Barack Obama
2,PERSON,Michael Lee
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Cory Booker
2,PERSON,Booker
2,EVENT,COVID-19
2,PERSON,Booker
2,PERSON,ELIZABETH WARREN TESTS
2,PERSON,Cory Booker
2,PERSON,Booker
2,PERSON,Booker
2,PERSON,Elizabeth Warren
2,PERSON,Elizabeth Warren
2,PERSON,Elizabeth Frantz
2,PERSON,Warren
2,PERSON,Warren
2,PERSON,Rochelle Walensky
2,PERSON,Rochelle Walensky
2,EVENT,COVID-19
2,PERSON,Greg Nash
2,PERSON,Greg Nash
2,PERSON,Walensky
2,PERSON,Walensky
2,PERSON,Adam Sabes
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Bret Baier
2,PERSON,Chris Wallace
2,PERSON,Elizabeth Warren
2,PERSON,Warren
2,PERSON,Elizabeth Warren
2,PERSON,Anthony Fauci
2,PERSON,Johnson COVID-19
2,PERSON,Elizabeth Warren
2,PERSON,Warren
2,PERSON,Michael Lee
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Larry Hogan
2,PERSON,Larry Hogan
2,PERSON,Hogan
2,PERSON,Biden
2,PERSON,Jen Psaki
2,PERSON,Hogan
2,PERSON,Hogan
2,PERSON,Hogan
2,PERSON,Monica Goldson
2,PERSON,Hogan
2,PERSON,Hogan
2,PERSON,Hogan
2,PERSON,Ron DeSantis
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Janette Nesheiwat
2,EVENT,COVID-19
2,EVENT,COVID-19
2,PERSON,Kamala Harris
2,PERSON,REDFIELD
2,PERSON,Donald Trump
2,PERSON,Samuel Corum
2,PERSON,Getty Images
2,PERSON,James Tyll
2,PERSON,Audrey Conklin
2,PERSON,Twitter
2,PERSON,Refinitiv Lipper
2,PERSON,Quotes
2,PERSON,Refinitiv Lipper
2,PERSON,Harris
2,PERSON,Biden
2,EVENT,COVID-19
2,PERSON,Kamala Harris
2,PERSON,Harris
2,PERSON,Biden
2,PERSON,KAMALA HARRIS
2,PERSON,Harris
2,PERSON,Harris
2,PERSON,Biden
2,PERSON,Harris
2,PERSON,Kamala Harris
2,PERSON,Joe Biden
2,PERSON,Susan Walsh
2,PERSON,Charlamagne Tha
2,PERSON,Joe Manchin
