entity_label,entity_text
EVENT,COVID-19
PERSON,Audrey Conklin
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Nancy Pelosi
PERSON,James Comer
PERSON,James Comer
PERSON,Jonathan Ernst-Pool/Getty Images
PERSON,Biden
PERSON,Nancy Pelosi
PERSON,Biden
PERSON,Biden
PERSON,Joe Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jonathan Serrie
EVENT,COVID-19
PERSON,Ayanna Pressley
PERSON,Charlie Baker
PERSON,Baker
EVENT,COVID-19
PERSON,Ayanna Pressley
PERSON,Getty Images
PERSON,Getty Images
PERSON,Michelle Wu
PERSON,Pressley
PERSON,Baker
PERSON,Charlie Baker
PERSON,Steven Senne
PERSON,Baker
PERSON,Ayanna Pressley
PERSON,Maddie Meyer
PERSON,Getty Images
PERSON,Baker
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Trump
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Trump
PERSON,Biden
PERSON,Trump
PERSON,Trump
PERSON,Trump
ORG,Pfizer
ORG,Moderna COVID-19
PERSON,Trump
PERSON,Trump
PERSON,Getty Images
PERSON,Trump
PERSON,Trump
PERSON,Sgt
PERSON,Travis Snyder
PERSON,Biden
PERSON,Trump
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Chris Sununu
PERSON,Biden
PERSON,Head Start
PERSON,Biden
PERSON,Jeff Landry
PERSON,Biden
PERSON,Biden
PERSON,Evan Vucci
PERSON,Biden
PERSON,Joseph G. Allen
PERSON,Getty Images
PERSON,Biden
PERSON,Ken Paxton
PERSON,Getty Images
PERSON,Ken Paxton
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Biden
PERSON,Joe Biden
PERSON,Drew Angerer/Getty Images
PERSON,Biden
PERSON,Biden
PERSON,BIDEN
PERSON,Kristi Noem
PERSON,Biden
PERSON,Noem
PERSON,Hill
PERSON,Biden
PERSON,Andy Biggs
PERSON,Biden
PERSON,Joe Biden
PERSON,Kevin Lamarque/Reuters
PERSON,Rick Scott
PERSON,Rick Scott
PERSON,Trump
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jen Psaki
PERSON,Jen Psaki
PERSON,Joe Biden
PERSON,Evelyn Hockstein
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Jonathan Turcotte
PERSON,Biden
PERSON,Carolyn Ruyle
PERSON,Greg Norman
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Andrea Mitchell
PERSON,Biden
PERSON,Jen Psaki
EVENT,COVID-19
PERSON,Biden
EVENT,COVID-19
EVENT,COVID-19
PERSON,Mara Liasson
PERSON,Biden
PERSON,Jen Psaki
PERSON,Evan Vucci
PERSON,Alex Wong
PERSON,Psaki
PERSON,Jen Psaki
PERSON,Evan Vucci
PERSON,Psaki
PERSON,Ronn Blitzer
PERSON,Timothy Nerozzi
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
EVENT,COVID-19
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marc Siegel
PERSON,Kamala Harris
PERSON,Biden
PERSON,Harris
PERSON,Kamala Harris
PERSON,MCENANY RIPS BIDEN
PERSON,Biden
PERSON,Biden
PERSON,Joe Biden
PERSON,Evelyn Hockstein
PERSON,Harris
PERSON,Harris
PERSON,Kamala Harris
PERSON,Evelyn Hockstein/Pool
PERSON,Biden
PERSON,Biden
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Sarah Palin
EVENT,COVID-19
PERSON,Sarah Palin
PERSON,Jason Connolly
PERSON,Getty Images
PERSON,Palin
PERSON,Charlie Kirk
PERSON,Carolyn Ruyle
PERSON,Palin
PERSON,Palin
PERSON,Sarah Palin
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
EVENT,COVID-19
PERSON,Jen Psaki
PERSON,Joe Biden
PERSON,Jill Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Jen Psaki
PERSON,Drew Angerer/Getty Images
PERSON,Tyler O'Neil
PERSON,Twitter
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Andy Biggs
PERSON,Jeffrey Zients
PERSON,MCENANY RIPS BIDEN
PERSON,Biden
PERSON,Fauci
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Evan Vucci
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Brandon Judd
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Wayne LaPierre
PERSON,LaPierre
PERSON,Wayne LaPierre
PERSON,Scott Olson/Getty Images
PERSON,Biden
PERSON,Elise Stefanik
PERSON,Biden
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Evan Vucci
PERSON,Evan Vucci
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Bret Baier
PERSON,Chris Wallace
PERSON,Francis Collins
EVENT,COVID-19
PERSON,Bret Baier
PERSON,Francis Collins
PERSON,Sarah Silbiger / POOL
PERSON,Getty Images
PERSON,Collins
PERSON,Collins
PERSON,Anthony Fauci
PERSON,Francis Collins
PERSON,J. Scott Applewhite-Pool/Getty Images
PERSON,Greg Nash- Pool/Getty Images
PERSON,Collins
EVENT,COVID-19
PERSON,Peter Daszak
PERSON,Thea Fischer
PERSON,Thomas Peter
PERSON,Collins
PERSON,Barack Obama
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Cory Booker
PERSON,Booker
EVENT,COVID-19
PERSON,Booker
PERSON,ELIZABETH WARREN TESTS
PERSON,Cory Booker
PERSON,Booker
PERSON,Booker
PERSON,Elizabeth Warren
PERSON,Elizabeth Warren
PERSON,Elizabeth Frantz
PERSON,Warren
PERSON,Warren
PERSON,Rochelle Walensky
PERSON,Rochelle Walensky
EVENT,COVID-19
PERSON,Greg Nash
PERSON,Greg Nash
PERSON,Walensky
PERSON,Walensky
PERSON,Adam Sabes
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Bret Baier
PERSON,Chris Wallace
PERSON,Elizabeth Warren
PERSON,Warren
PERSON,Elizabeth Warren
PERSON,Anthony Fauci
PERSON,Johnson COVID-19
PERSON,Elizabeth Warren
PERSON,Warren
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Muriel Bowser
EVENT,COVID-19
PERSON,Bowser
PERSON,REDFIELD
EVENT,COVID-19
PERSON,Bowser
PERSON,Bowser
EVENT,COVID-19
PERSON,Bowser
PERSON,Muriel Bowser
PERSON,Carlos Barria
EVENT,COVID-19
PERSON,Biden
PERSON,Peter Aitken
PERSON,Timothy Nerozzi
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Kamala Harris
PERSON,Harris
PERSON,Kamala Harris
PERSON,Joe Biden
PERSON,Susan Walsh
PERSON,Harris
PERSON,KAMALA HARRIS INTERVIEW
PERSON,Kamala Harris
PERSON,Getty Images
PERSON,Harris
PERSON,Biden
PERSON,Patrick Ward
PERSON,Keith Koffler
PERSON,Timothy Nerozzi
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Janette Nesheiwat
PERSON,Rochelle Walensky
PERSON,Rochelle Walensky
PERSON,Walensky
PERSON,Rochelle Walensky
PERSON,Anthony Cousien
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Janette Nesheiwat
PERSON,Courtney Martin
PERSON,Ani Hahn
PERSON,Joseph G. Allen
PERSON,Getty Images
EVENT,COVID-19
EVENT,COVID-19
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Joe Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Daron Shaw
PERSON,Chris Anderson
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marty Makary
PERSON,Cheryl Bettigole
EVENT,Vaccine
PERSON,Mary Altaffer
PERSON,James Garrow
PERSON,Mardi Gras
PERSON,KNOW
PERSON,Mardi Gras
PERSON,Beau Tidwell
EVENT,COVID-19
EVENT,COVID-19
PERSON,Jeff Duchin
EVENT,COVID-19
PERSON,Sarah Gonzalez
PERSON,Eric Garcetti
PERSON,Mike Segar
PERSON,Bettigole
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Vivek Murthy
PERSON,Biden
PERSON,Biden
PERSON,Johnson
PERSON,Johnson
PERSON,Biden
PERSON,Biden
PERSON,Trump
PERSON,Rochelle Walensky
PERSON,Adam Koppel
PERSON,Getty Images
PERSON,David Aaro
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Aishah Hasnie
PERSON,Biden
ORG,Pfizer
PERSON,Paul Hennessy
PERSON,Getty Images
PERSON,Getty Images
PERSON,Matthew J. Kacsmaryk
PERSON,Ken Paxton
PERSON,Dylan Hollingsworth/Bloomberg
PERSON,Getty Images
PERSON,Getty Images
PERSON,Ken Paxton
PERSON,Paxton
PERSON,Paxton
PERSON,Biden
PERSON,Jen Psaki
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Evan Vucci
PERSON,Evan Vucci
PERSON,Paxton
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Bush
PERSON,Biden
EVENT,COVID-19
PERSON,Joe Kent
PERSON,Jaime Herrera Beutler
PERSON,Joe Kent
PERSON,Biden
PERSON,Jaime Herrera Beutler
PERSON,Jay Inslee
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Volodymyr Zelenskyy
PERSON,Susan Walsh
PERSON,Mark Gordon
PERSON,Mike Dunleavy
PERSON,Kim Reynolds
PERSON,Pete Ricketts
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,BIDEN
PERSON,Mark Gordon
PERSON,Mike Dunleavy
PERSON,Kim Reynolds
PERSON,Tate Reeves
PERSON,Pete Ricketts
PERSON,Militia
PERSON,Johnson COVID-19
PERSON,Biden
PERSON,BIDEN
PERSON,Kevin Stitt
EVENT,COVID-19
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
EVENT,COVID-19
PERSON,Thomas Mancino
PERSON,Biden
PERSON,Danielle Wallace
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Austin
PERSON,Kelly
PERSON,Kelly
PERSON,Austin
PERSON,Kelly
PERSON,Kelly
PERSON,Kelly
PERSON,Austin
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Valerie Caproni
PERSON,Caproni
PERSON,Barack Obama
PERSON,Caproni
PERSON,Valerie E. Caproni
PERSON,Scott J. Ferrell
PERSON,Caproni
PERSON,Tayfun Coskun
PERSON,Getty Images
PERSON,Jessica Chasmar
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Darrell Issa
PERSON,Biden
PERSON,Ronnie Jackson
PERSON,Doug Lamborn
PERSON,Neal Dunn
PERSON,Tracy Mann
PERSON,Getty Images
PERSON,Biden
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Nancy Pelosi
PERSON,Chuck Schumer
PERSON,Kevin McCarthy
PERSON,Abdullah II
PERSON,Joe Biden
PERSON,Drew Angerer/Getty Images
PERSON,Michael Rodriguez
PERSON,Schumer
PERSON,Chuck Schumer
PERSON,Drew Angerer/Getty Images
PERSON,Getty Images
PERSON,Schumer
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Mark Ghaly
EVENT,COVID-19
PERSON,Ghaly
PERSON,Ron DeSantis
PERSON,Jose Sanchez
PERSON,Gavin Newsom
PERSON,Justin Sullivan/Getty Images
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marty Makary
PERSON,Bruce Levell
PERSON,Joe Biden
PERSON,Jamaal Bowman
PERSON,Bowman
PERSON,Lauren Boebert
PERSON,Nancy Pelosi
PERSON,Biden
PERSON,Jon Tester
PERSON,Joe Manchin
PERSON,Biden
PERSON,Biden
PERSON,Joe Manchin
PERSON,Biden
PERSON,Chuck Schumer
PERSON,Joe Manchin
PERSON,Kyrsten Sinema
PERSON,Dick Durbin
PERSON,Dan Crenshaw
PERSON,Donald Trump
PERSON,Joe Biden
PERSON,Evan Vucci
PERSON,Mitch McConnell
PERSON,Mitt Romney
PERSON,Kevin Cramer
PERSON,Biden
PERSON,Biden
PERSON,Chad Pergram
PERSON,Kelly Phares
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Pat Fallon
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Fauci
PERSON,Anthony Fauci
PERSON,Getty Images
PERSON,Fauci
PERSON,Anthony Fauci
PERSON,Fauci
PERSON,Fauci
PERSON,George Stephanopoulos
PERSON,Anthony Fauci
PERSON,Adam Sabes
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Amy Klobuchar
PERSON,Jake Tapper
PERSON,Ted Cruz
PERSON,Cruz
PERSON,Bob Dole
PERSON,Cruz
PERSON,Tapper
PERSON,Biden
PERSON,Mike Segar - RC15DDCE00F0
PERSON,Ted Cruz
PERSON,Ted Cruz
PERSON,Evelyn Hockstein
PERSON,Cruz
PERSON,Dole
PERSON,Bob Dole
PERSON,Bob Dole
PERSON,Amy Klobuchar
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jared Polis
PERSON,Jared Polis
EVENT,COVID-19
PERSON,Michael Hancock
PERSON,Jared Polis
PERSON,Biden
PERSON,Getty Images
PERSON,Jared Polis
PERSON,Jared Polis
PERSON,File
PERSON,Ryan
PERSON,Ryan Warner
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Mehemet Oz
PERSON,Mehmet Oz
PERSON,Anthony Fauci
PERSON,Mehmet Oz
PERSON,Leigh Vogel
PERSON,Anthony Fauci
PERSON,Anthony Fauci
EVENT,COVID-19
PERSON,Anthony Fauci
PERSON,Joe Biden
PERSON,Anna Moneymaker/Getty Images
PERSON,Warren Davidson
PERSON,Fauci
PERSON,Davidson
PERSON,Bryn McCarthy
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marty Makary
PERSON,Bruce Levell
PERSON,Joe Biden
PERSON,Fed Keller
PERSON,Fred Keller
PERSON,Tom Williams
PERSON,Getty Images
PERSON,Keller
PERSON,Mike Braun
PERSON,Joe Manchin
PERSON,Jon Tester
PERSON,Fred Keller
PERSON,Rob Wittman
PERSON,Tom Williams
PERSON,Getty Images
PERSON,Keller
PERSON,Keller
PERSON,Keller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Ann Marie Cosma
PERSON,Marsha Bell
PERSON,Jeff Duncan
PERSON,Biden
PERSON,Biden
PERSON,Jeff Duncan
GPE,R-S.C.
PERSON,Bill Clark
PERSON,Karen Tritz
PERSON,David Wright
PERSON,Duncan
PERSON,Biden
PERSON,Roger Marshall
PERSON,Duncan
PERSON,Duncan
PERSON,Houston Keene
PERSON,Audrey Conklin
PERSON,Twitter
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Biden
PERSON,John Hoeven
PERSON,Hoeven
PERSON,John Hoeven
PERSON,Biden
PERSON,Biden
PERSON,James Lankford
PERSON,Marsha Blackburn
PERSON,Mike Lee
PERSON,John Thune
PERSON,KNOW
PERSON,Jon Tester
PERSON,Joe Manchin
PERSON,Nancy Pelosi
PERSON,Biden
PERSON,Samantha Ervin
PERSON,Maggie Roach
PERSON,Roach
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Sen Mike Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,R. Stan Baker
PERSON,Biden
PERSON,Joe Biden
PERSON,Kevin Lamarque
PERSON,Baker
PERSON,Donald Trump
PERSON,Biden
PERSON,Carolyn Ruyle
PERSON,Jen Psaki
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Vivek Murthy
PERSON,Vivek Murthy
EVENT,COVID-19
PERSON,Chris Wallace
PERSON,Vivek Murthy
PERSON,Jen Psaki
PERSON,Tom Brenner
PERSON,Chris
PERSON,Anthony Fauci
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Becca Pitts
PERSON,Kay Ivey
PERSON,Biden
PERSON,Douglas Parker
EVENT,COVID-19
PERSON,Kay Ivey
PERSON,Joe Biden
PERSON,Brandon Gillespie
ORG,Pfizer
PERSON,Anne Healthcare
EVENT,COVID-19
PERSON,Joe Biden
PERSON,Evelyn Hockstein
PERSON,Biden
PERSON,Trump
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jen Psaki
PERSON,Xi
PERSON,Biden
EVENT,COVID-19
PERSON,Jen Psaki
PERSON,Anna Moneymaker/Getty Images
PERSON,Biden
PERSON,Biden
PERSON,Xi
PERSON,Peter Doocy
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Xi
PERSON,Biden
EVENT,COVID-19
PERSON,Joe Biden
PERSON,Xi Jinping
PERSON,Xi
PERSON,Biden
PERSON,Xi
PERSON,Biden
PERSON,Anna Moneymaker/Getty Images
PERSON,Peter Doocy
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Steve Forbes
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Trump
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Jen Psaki
PERSON,Anna Moneymaker/Getty Images
PERSON,Jen Psaki
PERSON,Biden
PERSON,Fauci
PERSON,Timothy Nerozzi
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Ralph Norman
PERSON,Norman
PERSON,Ralph Norman
PERSON,Tom Williams
PERSON,Getty Images
ORG,Pfizer
ORG,Pfizer
ORG,Pfizer
PERSON,Norman
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marc Siegel
PERSON,Jared Polis
PERSON,Polis
PERSON,Joe Biden
PERSON,Biden
PERSON,Getty Images
PERSON,Getty Images
PERSON,Anthony Fauci
PERSON,Kevin Lamarque
PERSON,Musto
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Joe Biden
PERSON,Biden
PERSON,Joe Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Joe Biden
EVENT,COVID-19
PERSON,Mandel Ngan/AFP
PERSON,Getty Images
PERSON,Biden
PERSON,Joe Biden
PERSON,Getty Images
PERSON,Timothy Nerozzi
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Biden
EVENT,COVID-19
PERSON,Jen Psaki
PERSON,Jen Psaki
PERSON,Merrick Garland
PERSON,Psaki
PERSON,Marta Lavandier
PERSON,Jeffrey Zients
PERSON,Biden
PERSON,Psaki
EVENT,COVID-19
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Joe Biden
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Rand Paul
PERSON,Nancy Pelosi
PERSON,Hill
PERSON,Robyn Patterson
PERSON,Joe Biden
PERSON,Greg Price
PERSON,Abigail Marone
PERSON,Josh Hawley
PERSON,Joe Biden
PERSON,Biden
PERSON,Erica Kious
PERSON,Patterson
PERSON,Andrew Mark Miller
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
PERSON,Biden
PERSON,Clifford Young
PERSON,Young
PERSON,Biden
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Evan Vucci
PERSON,Biden
PERSON,Biden
PERSON,Young
PERSON,David Barker
PERSON,Biden
PERSON,Barker
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Barker
PERSON,Barker
PERSON,Biden
PERSON,Barker
PERSON,Young
PERSON,Biden
PERSON,Lockdowns
PERSON,Young
PERSON,Biden
PERSON,Biden
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
EVENT,COVID-19
EVENT,COVID-19
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jonathan Serrie
PERSON,Biden
PERSON,Biden
EVENT,COVID-19
PERSON,Joe Biden
PERSON,Biden
PERSON,BIDEN
PERSON,Jen Psaki
PERSON,Jen Psaki
PERSON,Drew Angerer/Getty Images
PERSON,Joe Biden
PERSON,Evelyn Hockstein
EVENT,COVID-19
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Marc Siegel
PERSON,Jen Psaki
PERSON,Jen Psaki
PERSON,Stéphane Bancel 
ORG,Moderna
ORG,Moderna COVID-19
PERSON,Biden
ORG,Pfizer
PERSON,Scott Gottlieb
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jonathan Serrie
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Sooner
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Biden
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Tom Homan
EVENT,COVID-19
PERSON,Tom Homan
PERSON,Biden
PERSON,Biden
PERSON,Biden
PERSON,Trump
PERSON,Michael Lee
PERSON,Jon Brown
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jonathan Serrie
EVENT,COVID-19
PERSON,Biden
PERSON,Joe Biden
PERSON,Evan Vucci
PERSON,Biden
PERSON,Ron Klain
PERSON,Biden
PERSON,Ron Klain
PERSON,Andrew Harrer
PERSON,Getty Images
PERSON,Biden
PERSON,Anthony Fauci
PERSON,Anthony Fauci
PERSON,Biden
PERSON,Biden
PERSON,Donald Trump’s
PERSON,Biden
PERSON,Jen Psaki
PERSON,Biden
PERSON,Jen Psaki
PERSON,Drew Angerer/Getty Images
ORG,Pfizer
PERSON,Peter Aitken
PERSON,Julia Musto
PERSON,Kyle Morris
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Dakota Meyer
PERSON,Trump
PERSON,Stephen Miller
PERSON,Biden
EVENT,COVID-19
PERSON,Counsel Gene Hamilton
PERSON,Hamilton
PERSON,Biden
EVENT,COVID-19
PERSON,Hamilton
PERSON,Biden
PERSON,Hamilton
PERSON,Biden
ORG,Pfizer
EVENT,COVID-19
PERSON,Caitlin McFall
PERSON,Audrey Conklin
PERSON,Twitter
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Jen Psaki
PERSON,Ron DeSantis
PERSON,Biden
PERSON,Jen Psaki
PERSON,Drew Angerer/Getty Images
PERSON,BIDEN
PERSON,Biden
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Brendan McDermid/File Photo
EVENT,COVID-19
PERSON,Anthony Fauci
PERSON,Anthony Fauci
PERSON,Biden
PERSON,Fauci
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Peter Navarro
PERSON,Jim Clyburn
GPE,D-S.C.
PERSON,Hill
PERSON,James Clyburn
PERSON,Stefani Reynolds
PERSON,Getty Images
PERSON,Steven Hatfill
PERSON,Peter Navarro
PERSON,Anthony Fauci
PERSON,Jason Rantz Show
PERSON,Donald Trump
PERSON,Anthony Fauci
PERSON,Rand Paul
PERSON,J. SCOTT APPLEWHITE/POOL
PERSON,Getty Images
PERSON,Bradford Betz
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Ron DeSantis
PERSON,Brandon
PERSON,BIDEN
PERSON,Brandon
PERSON,Ashley Moody
PERSON,Christina Pushaw
PERSON,Joe Biden's
PERSON,F--- Joe Biden
PERSON,Biden
PERSON,Brandon
PERSON,DeSantis
PERSON,Fiona Lashells
PERSON,Fiona
PERSON,Biden
PERSON,Matt Leach
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Biden
PERSON,Kurt Engelhardt
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Muriel Bowser's
PERSON,Kevin Munoz 
PERSON,Patrick Ward
PERSON,Bowser
PERSON,Bowser
PERSON,Muriel Bowser
PERSON,Caroline Brehman
EVENT,COVID-19
PERSON,Michael Lee
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Ken Paxton
PERSON,Biden
EVENT,COVID-19
PERSON,Biden
PERSON,Bloomberg Law
PERSON,Ken Paxton
PERSON,Drew Angerer/Getty Images
PERSON,Karla Grossenbacher
PERSON,Seyfarth Shaw
PERSON,Marc Antonetti
PERSON,Refinitiv Lipper
PERSON,Quotes
PERSON,Refinitiv Lipper
PERSON,Laura Sextro
PERSON,Parisa Fishback
PERSON,Gavin Newsom
PERSON,Arne Duncan
PERSON,Arne Duncan
PERSON,Jeff Schear
PERSON,Getty Images
PERSON,Alexander Schallenberg
PERSON,Duncan
PERSON,Biden
PERSON,Arne Duncan’s
PERSON,Biden
PERSON,Steve Marshall
PERSON,Biden
PERSON,Biden
PERSON,Duncan
PERSON,Biden
PERSON,Duncan
PERSON,Refinitiv Lipper
PERSON,Quotes
